totalReports,numDistinctUsers,lastReportedAt,isWhitelisted,isTor,abuseConfidenceScore,abuseConfidenceClass,countryCode,usageType,domain,isp
0,7,1741548929.0,False,False,0.0,0.0,61.0,3.0,49.0,163.0
9,4,1743182452.0,False,False,0.0,0.0,85.0,2.0,193.0,201.0
6,7,1738794489.0,False,False,0.0,0.0,74.0,4.0,70.0,182.0
9,0,1739515624.0,True,True,20.0,0.0,68.0,1.0,89.0,72.0
8,7,1741943634.0,True,True,20.0,0.0,16.0,1.0,192.0,220.0
9,3,1736382013.0,False,True,20.0,0.0,139.0,1.0,155.0,226.0
8,1,1740541657.0,False,True,20.0,0.0,146.0,3.0,93.0,187.0
9,5,1736471558.0,False,True,20.0,0.0,38.0,3.0,5.0,172.0
2,1,1739909635.0,False,False,0.0,0.0,119.0,4.0,115.0,135.0
4,4,1736789795.0,False,False,0.0,0.0,144.0,2.0,131.0,177.0
7,1,1741015152.0,True,False,0.0,0.0,55.0,1.0,124.0,237.0
7,2,1742548147.0,False,False,0.0,0.0,36.0,4.0,220.0,110.0
3,5,1738977858.0,False,True,20.0,0.0,106.0,4.0,221.0,33.0
0,0,1736297523.0,False,False,0.0,0.0,93.0,2.0,148.0,120.0
0,5,1740634981.0,True,False,0.0,0.0,62.0,4.0,207.0,199.0
3,2,1740433025.0,True,True,20.0,0.0,39.0,2.0,85.0,209.0
5,6,1736192266.0,True,False,0.0,0.0,44.0,0.0,156.0,140.0
7,1,1739318700.0,True,True,20.0,0.0,128.0,2.0,196.0,44.0
5,5,1741226782.0,False,True,20.0,0.0,51.0,1.0,232.0,136.0
8,7,1736766260.0,True,True,20.0,0.0,75.0,1.0,30.0,38.0
8,0,1737655985.0,True,False,0.0,0.0,79.0,2.0,1.0,161.0
1,8,1738116555.0,True,False,0.0,0.0,12.0,0.0,182.0,212.0
9,4,1737859150.0,True,False,0.0,0.0,53.0,0.0,187.0,17.0
0,4,1742807781.0,True,False,0.0,0.0,8.0,1.0,126.0,30.0
1,4,1738312286.0,False,False,0.0,0.0,73.0,0.0,103.0,148.0
4,5,1743438002.0,True,False,0.0,0.0,96.0,4.0,45.0,125.0
3,1,1742387538.0,True,True,20.0,0.0,61.0,3.0,226.0,128.0
3,5,1738966125.0,True,True,20.0,0.0,14.0,4.0,69.0,106.0
8,3,1741547912.0,False,False,0.0,0.0,49.0,1.0,219.0,88.0
7,7,1742648281.0,False,False,0.0,0.0,130.0,0.0,188.0,32.0
5,8,1741838386.0,False,True,20.0,0.0,140.0,2.0,38.0,92.0
0,8,1738406596.0,False,True,20.0,0.0,73.0,3.0,104.0,176.0
1,7,1738337861.0,False,True,20.0,0.0,49.0,2.0,73.0,69.0
5,2,1739467808.0,False,False,0.0,0.0,126.0,1.0,3.0,126.0
1,9,1737951131.0,False,False,0.0,0.0,113.0,0.0,74.0,93.0
9,3,1737629473.0,False,False,0.0,0.0,95.0,2.0,152.0,213.0
4,0,1736296323.0,True,True,20.0,0.0,9.0,2.0,153.0,180.0
4,8,1737370276.0,True,False,0.0,0.0,105.0,3.0,86.0,100.0
5,4,1736811588.0,False,False,0.0,0.0,33.0,3.0,41.0,24.0
5,5,1742212385.0,True,False,0.0,0.0,60.0,0.0,180.0,198.0
5,2,1742130258.0,False,False,0.0,0.0,32.0,3.0,20.0,194.0
1,9,1740574686.0,True,False,0.0,0.0,58.0,2.0,160.0,203.0
9,7,1736583930.0,True,False,0.0,0.0,27.0,2.0,91.0,131.0
2,6,1736973478.0,False,True,20.0,0.0,129.0,1.0,77.0,77.0
5,0,1736556121.0,True,False,0.0,0.0,120.0,2.0,85.0,170.0
7,9,1737048677.0,False,True,20.0,0.0,60.0,0.0,147.0,98.0
0,4,1739441039.0,False,True,20.0,0.0,1.0,4.0,216.0,147.0
0,9,1739579353.0,True,True,20.0,0.0,132.0,1.0,107.0,145.0
1,8,1738304102.0,False,False,0.0,0.0,99.0,1.0,13.0,137.0
5,5,1739079874.0,True,False,0.0,0.0,132.0,0.0,61.0,192.0
8,7,1736682613.0,True,False,0.0,0.0,96.0,0.0,170.0,23.0
3,9,1740165460.0,False,False,0.0,0.0,88.0,3.0,200.0,215.0
2,0,1738675332.0,False,True,20.0,0.0,51.0,1.0,163.0,205.0
7,9,1742131853.0,False,False,0.0,0.0,32.0,3.0,105.0,207.0
9,6,1737411578.0,False,True,20.0,0.0,116.0,2.0,205.0,31.0
8,2,1739460755.0,False,False,0.0,0.0,112.0,1.0,162.0,143.0
4,8,1738256072.0,True,False,0.0,0.0,20.0,1.0,169.0,105.0
8,5,1739556632.0,False,True,20.0,0.0,133.0,4.0,76.0,112.0
1,4,1737892847.0,True,True,20.0,0.0,11.0,1.0,149.0,252.0
2,7,1742820938.0,False,True,20.0,0.0,26.0,2.0,184.0,102.0
6,7,1736675707.0,True,False,0.0,0.0,34.0,3.0,116.0,142.0
6,2,1736428305.0,True,True,20.0,0.0,143.0,3.0,168.0,4.0
5,1,1736991973.0,True,True,20.0,0.0,35.0,4.0,198.0,238.0
5,1,1742444413.0,True,True,20.0,0.0,74.0,2.0,129.0,129.0
1,4,1741424845.0,True,False,0.0,0.0,98.0,3.0,175.0,171.0
9,9,1738221740.0,False,True,20.0,0.0,136.0,0.0,7.0,123.0
5,6,1742602033.0,True,True,20.0,0.0,14.0,2.0,164.0,39.0
3,7,1741581292.0,False,False,0.0,0.0,94.0,2.0,228.0,228.0
2,9,1741515636.0,True,True,20.0,0.0,93.0,4.0,174.0,243.0
1,7,1740730668.0,False,True,20.0,0.0,136.0,3.0,85.0,104.0
0,7,1736008110.0,True,True,20.0,0.0,108.0,2.0,134.0,235.0
4,9,1737473525.0,True,False,0.0,0.0,118.0,3.0,151.0,73.0
1,2,1742682045.0,False,True,20.0,0.0,59.0,0.0,99.0,107.0
1,1,1742855257.0,False,True,20.0,0.0,127.0,4.0,209.0,97.0
6,3,1738419532.0,True,True,20.0,0.0,3.0,0.0,63.0,185.0
7,0,1736914030.0,True,True,20.0,0.0,74.0,4.0,139.0,115.0
9,2,1736434949.0,False,True,20.0,0.0,142.0,2.0,154.0,196.0
7,8,1741635420.0,True,True,20.0,0.0,28.0,4.0,28.0,223.0
3,6,1737752010.0,True,True,20.0,0.0,74.0,1.0,84.0,62.0
0,6,1738653986.0,False,False,0.0,0.0,120.0,3.0,116.0,25.0
6,0,1738993739.0,True,False,0.0,0.0,46.0,3.0,217.0,173.0
0,6,1739977011.0,True,False,0.0,0.0,61.0,1.0,18.0,247.0
3,9,1736080427.0,False,True,20.0,0.0,9.0,0.0,92.0,202.0
7,6,1741350425.0,True,False,0.0,0.0,81.0,1.0,210.0,175.0
1,3,1738176657.0,False,True,20.0,0.0,26.0,2.0,110.0,95.0
5,6,1737852237.0,False,True,20.0,0.0,66.0,2.0,146.0,154.0
5,7,1742549210.0,True,True,20.0,0.0,100.0,3.0,190.0,132.0
8,2,1737128308.0,True,False,0.0,0.0,35.0,2.0,227.0,1.0
4,9,1735930535.0,False,False,0.0,0.0,104.0,3.0,225.0,169.0
9,1,1739062087.0,False,True,20.0,0.0,0.0,1.0,82.0,36.0
3,6,1742838715.0,True,True,20.0,0.0,142.0,1.0,195.0,14.0
4,4,1739463138.0,False,False,0.0,0.0,142.0,1.0,203.0,239.0
9,4,1740333478.0,True,False,0.0,0.0,60.0,3.0,103.0,166.0
4,4,1741945136.0,False,False,0.0,0.0,114.0,1.0,78.0,16.0
7,6,1740284548.0,False,False,0.0,0.0,40.0,1.0,14.0,144.0
9,8,1737765715.0,False,False,0.0,0.0,115.0,0.0,46.0,60.0
7,7,1736464413.0,True,False,0.0,0.0,24.0,1.0,81.0,5.0
1,5,1739545699.0,False,False,0.0,0.0,143.0,2.0,111.0,43.0
6,6,1736524660.0,False,True,20.0,0.0,67.0,3.0,51.0,101.0
7,8,1742413374.0,False,True,20.0,0.0,39.0,0.0,144.0,248.0
5,5,1742328758.0,False,False,0.0,0.0,115.0,4.0,66.0,167.0
4,0,1736842469.0,True,False,0.0,0.0,139.0,3.0,91.0,122.0
8,3,1736688623.0,False,True,20.0,0.0,43.0,2.0,29.0,216.0
2,7,1735770101.0,True,False,0.0,0.0,34.0,3.0,191.0,218.0
9,6,1736187118.0,False,True,20.0,0.0,91.0,2.0,223.0,232.0
3,2,1742635467.0,False,True,20.0,0.0,36.0,2.0,90.0,28.0
8,9,1742220967.0,True,False,0.0,0.0,121.0,4.0,0.0,165.0
5,2,1737534488.0,True,True,20.0,0.0,118.0,3.0,50.0,52.0
7,2,1736766318.0,False,False,0.0,0.0,0.0,4.0,176.0,244.0
6,0,1737331860.0,False,False,0.0,0.0,137.0,4.0,68.0,219.0
1,9,1742579273.0,False,True,20.0,0.0,77.0,3.0,2.0,66.0
2,0,1739030123.0,True,True,20.0,0.0,111.0,1.0,57.0,87.0
0,5,1738792373.0,False,True,20.0,0.0,4.0,1.0,135.0,200.0
8,0,1741426778.0,True,False,0.0,0.0,26.0,4.0,79.0,246.0
6,4,1740957119.0,False,False,0.0,0.0,88.0,0.0,106.0,118.0
0,3,1743534748.0,True,False,0.0,0.0,71.0,4.0,58.0,94.0
2,4,1741077809.0,True,False,0.0,0.0,54.0,4.0,208.0,146.0
3,6,1736374773.0,True,False,0.0,0.0,12.0,4.0,80.0,49.0
3,5,1740554686.0,False,False,0.0,0.0,54.0,1.0,194.0,189.0
4,8,1740586520.0,False,False,0.0,0.0,130.0,1.0,55.0,121.0
2,5,1737840944.0,True,True,20.0,0.0,17.0,1.0,103.0,20.0
2,8,1743365748.0,True,False,0.0,0.0,18.0,4.0,60.0,35.0
0,3,1742487616.0,True,True,20.0,0.0,41.0,0.0,157.0,37.0
6,0,1736298838.0,False,True,20.0,0.0,110.0,1.0,226.0,9.0
9,0,1735852673.0,False,False,0.0,0.0,15.0,3.0,16.0,160.0
0,9,1736210630.0,False,True,20.0,0.0,107.0,3.0,114.0,86.0
1,6,1737328650.0,True,True,20.0,0.0,119.0,3.0,140.0,231.0
3,2,1743240485.0,False,True,20.0,0.0,31.0,2.0,4.0,80.0
3,1,1741088730.0,False,False,0.0,0.0,31.0,4.0,113.0,78.0
4,5,1739389571.0,False,True,20.0,0.0,69.0,3.0,22.0,227.0
1,5,1742458689.0,True,False,0.0,0.0,109.0,4.0,97.0,117.0
3,6,1736750181.0,False,False,0.0,0.0,124.0,3.0,234.0,124.0
0,4,1736441372.0,False,False,0.0,0.0,37.0,0.0,185.0,71.0
1,7,1743262144.0,False,True,20.0,0.0,60.0,4.0,167.0,130.0
0,6,1742777261.0,False,True,20.0,0.0,118.0,3.0,199.0,54.0
9,1,1742626943.0,False,False,0.0,0.0,139.0,1.0,133.0,153.0
9,0,1742455237.0,True,False,0.0,0.0,98.0,4.0,166.0,42.0
3,8,1738451042.0,True,False,0.0,0.0,49.0,2.0,23.0,134.0
3,4,1736697636.0,True,True,20.0,0.0,121.0,1.0,44.0,114.0
6,4,1736027962.0,True,True,20.0,0.0,133.0,1.0,178.0,190.0
9,9,1743574223.0,False,True,20.0,0.0,144.0,2.0,19.0,149.0
8,3,1739536905.0,False,True,20.0,0.0,44.0,1.0,71.0,74.0
8,1,1736094579.0,True,True,20.0,0.0,45.0,1.0,197.0,11.0
4,4,1737078995.0,True,True,20.0,0.0,76.0,3.0,59.0,64.0
9,1,1743421978.0,True,True,20.0,0.0,72.0,3.0,130.0,178.0
0,6,1740483889.0,False,False,0.0,0.0,96.0,4.0,172.0,109.0
0,8,1739303379.0,False,True,20.0,0.0,123.0,1.0,186.0,183.0
5,8,1742562596.0,False,False,0.0,0.0,25.0,1.0,64.0,47.0
1,5,1741746766.0,True,True,20.0,0.0,91.0,0.0,101.0,138.0
7,0,1738983289.0,True,False,0.0,0.0,101.0,3.0,75.0,43.0
8,5,1739831609.0,True,True,20.0,0.0,117.0,3.0,183.0,79.0
3,4,1735917115.0,False,True,20.0,0.0,103.0,3.0,230.0,67.0
4,3,1738880367.0,False,True,20.0,0.0,29.0,1.0,120.0,19.0
7,5,1741401005.0,True,False,0.0,0.0,58.0,2.0,98.0,89.0
2,5,1739248917.0,True,True,20.0,0.0,52.0,1.0,10.0,65.0
4,5,1737119411.0,False,True,20.0,0.0,14.0,2.0,138.0,0.0
2,1,1738638891.0,False,False,0.0,0.0,80.0,4.0,173.0,18.0
9,6,1737470969.0,True,True,20.0,0.0,5.0,1.0,161.0,48.0
2,3,1743289208.0,True,True,20.0,0.0,134.0,1.0,98.0,8.0
2,8,1737239737.0,False,False,0.0,0.0,127.0,1.0,231.0,139.0
6,9,1737976514.0,True,True,20.0,0.0,53.0,3.0,236.0,242.0
6,1,1738017390.0,True,False,0.0,0.0,134.0,3.0,40.0,61.0
6,4,1739411215.0,False,False,0.0,0.0,51.0,2.0,34.0,108.0
9,3,1743080495.0,True,False,0.0,0.0,2.0,2.0,212.0,58.0
7,8,1736916610.0,False,True,20.0,0.0,16.0,1.0,33.0,2.0
4,3,1735960460.0,True,True,20.0,0.0,70.0,2.0,179.0,174.0
4,7,1740821299.0,False,False,0.0,0.0,145.0,3.0,11.0,76.0
3,7,1740863829.0,True,False,0.0,0.0,13.0,2.0,9.0,234.0
6,5,1740845379.0,True,True,20.0,0.0,53.0,4.0,181.0,164.0
9,5,1737731592.0,True,True,20.0,0.0,15.0,3.0,42.0,151.0
3,7,1741099564.0,False,True,20.0,0.0,39.0,4.0,21.0,230.0
1,9,1738145321.0,True,False,0.0,0.0,26.0,2.0,17.0,240.0
3,8,1739854806.0,True,True,20.0,0.0,6.0,0.0,122.0,12.0
7,4,1739125841.0,False,False,0.0,0.0,125.0,1.0,117.0,99.0
8,0,1743075083.0,True,False,0.0,0.0,63.0,3.0,165.0,188.0
2,0,1740289311.0,False,True,20.0,0.0,55.0,4.0,121.0,210.0
6,1,1739688202.0,False,True,20.0,0.0,52.0,0.0,62.0,26.0
8,9,1736181329.0,False,False,0.0,0.0,32.0,0.0,72.0,29.0
3,9,1736405661.0,True,False,0.0,0.0,78.0,3.0,67.0,56.0
9,4,1738016731.0,False,True,20.0,0.0,23.0,3.0,87.0,59.0
2,3,1738882765.0,True,False,0.0,0.0,47.0,0.0,3.0,50.0
4,0,1736821019.0,False,True,20.0,0.0,125.0,1.0,48.0,184.0
0,3,1739186596.0,True,True,20.0,0.0,122.0,1.0,6.0,208.0
2,3,1737342973.0,False,False,0.0,0.0,19.0,4.0,9.0,13.0
7,9,1741060760.0,False,False,0.0,0.0,135.0,1.0,87.0,83.0
7,3,1743090803.0,True,True,20.0,0.0,98.0,0.0,35.0,186.0
3,0,1742357181.0,False,False,0.0,0.0,8.0,0.0,83.0,193.0
1,8,1740080648.0,True,False,0.0,0.0,7.0,2.0,202.0,68.0
7,2,1737759802.0,False,True,20.0,0.0,20.0,0.0,104.0,181.0
7,3,1740960951.0,True,False,0.0,0.0,50.0,1.0,158.0,3.0
9,4,1742398873.0,False,True,20.0,0.0,57.0,4.0,189.0,10.0
3,6,1740230322.0,False,False,0.0,0.0,115.0,2.0,109.0,211.0
2,5,1742337453.0,True,True,20.0,0.0,138.0,1.0,43.0,6.0
1,4,1735833629.0,False,False,0.0,0.0,6.0,4.0,100.0,133.0
8,7,1738878426.0,True,False,0.0,0.0,129.0,1.0,215.0,96.0
0,0,1742228984.0,True,False,0.0,0.0,43.0,2.0,235.0,84.0
6,6,1741653986.0,False,False,0.0,0.0,140.0,0.0,206.0,21.0
4,5,1738682250.0,False,False,0.0,0.0,25.0,2.0,12.0,225.0
7,4,1739693684.0,False,False,0.0,0.0,85.0,0.0,63.0,34.0
3,6,1740237546.0,True,False,0.0,0.0,122.0,2.0,96.0,179.0
6,2,1742224952.0,True,False,0.0,0.0,97.0,3.0,213.0,116.0
4,0,1739735586.0,False,True,20.0,0.0,51.0,1.0,125.0,119.0
4,8,1738555767.0,True,False,0.0,0.0,102.0,1.0,95.0,233.0
8,1,1743325889.0,False,False,0.0,0.0,134.0,3.0,94.0,113.0
8,9,1740414825.0,False,False,0.0,0.0,64.0,0.0,88.0,127.0
8,2,1739884180.0,False,False,0.0,0.0,2.0,1.0,56.0,70.0
5,7,1738367613.0,True,False,0.0,0.0,107.0,3.0,233.0,22.0
5,9,1738927778.0,True,True,20.0,0.0,35.0,1.0,139.0,168.0
4,8,1737938378.0,False,True,20.0,0.0,84.0,4.0,229.0,250.0
8,2,1737178204.0,True,False,0.0,0.0,98.0,0.0,224.0,236.0
9,5,1735888432.0,False,False,0.0,0.0,81.0,4.0,141.0,15.0
7,6,1738344738.0,False,False,0.0,0.0,64.0,0.0,10.0,152.0
6,0,1740678775.0,True,False,0.0,0.0,34.0,3.0,204.0,241.0
6,6,1737507074.0,False,True,20.0,0.0,50.0,0.0,53.0,159.0
5,3,1735915615.0,False,False,0.0,0.0,80.0,0.0,136.0,191.0
4,4,1743184019.0,False,True,20.0,0.0,23.0,3.0,123.0,81.0
3,7,1742470355.0,False,False,0.0,0.0,20.0,0.0,142.0,75.0
2,3,1742200652.0,False,True,20.0,0.0,93.0,1.0,214.0,103.0
2,3,1738026434.0,True,True,20.0,0.0,21.0,2.0,36.0,90.0
5,7,1736161298.0,True,True,20.0,0.0,87.0,3.0,63.0,214.0
3,4,1742453280.0,False,False,0.0,0.0,82.0,2.0,211.0,158.0
5,5,1739626575.0,True,False,0.0,0.0,138.0,3.0,222.0,40.0
2,4,1740110999.0,False,False,0.0,0.0,60.0,3.0,112.0,249.0
3,0,1738668164.0,False,False,0.0,0.0,10.0,4.0,218.0,253.0
8,6,1742102538.0,False,False,0.0,0.0,144.0,4.0,37.0,116.0
4,5,1740568654.0,False,True,20.0,0.0,105.0,0.0,54.0,91.0
6,1,1737622350.0,True,True,20.0,0.0,120.0,2.0,201.0,195.0
9,6,1737008829.0,True,True,20.0,0.0,30.0,3.0,102.0,197.0
1,5,1736509787.0,False,False,0.0,0.0,92.0,0.0,226.0,46.0
4,4,1737748975.0,True,True,20.0,0.0,17.0,1.0,32.0,51.0
8,7,1741179978.0,False,False,0.0,0.0,127.0,3.0,47.0,53.0
2,4,1737692736.0,True,True,20.0,0.0,66.0,1.0,15.0,204.0
8,1,1737905590.0,False,False,0.0,0.0,143.0,0.0,108.0,55.0
5,5,1740146712.0,False,True,20.0,0.0,141.0,4.0,137.0,7.0
3,0,1742517296.0,False,False,0.0,0.0,88.0,0.0,143.0,217.0
6,4,1742307178.0,True,True,20.0,0.0,131.0,1.0,65.0,150.0
7,5,1743364330.0,True,True,20.0,0.0,42.0,3.0,8.0,222.0
5,6,1741852708.0,False,True,20.0,0.0,83.0,2.0,102.0,206.0
4,1,1736138795.0,True,False,0.0,0.0,15.0,0.0,171.0,63.0
5,0,1742079113.0,True,True,20.0,0.0,10.0,3.0,128.0,155.0
4,5,1737510357.0,True,True,20.0,0.0,56.0,4.0,39.0,27.0
7,2,1740499055.0,True,True,20.0,0.0,53.0,4.0,26.0,85.0
0,4,1742770799.0,True,False,0.0,0.0,65.0,4.0,25.0,224.0
6,1,1742358797.0,True,True,20.0,0.0,17.0,3.0,150.0,41.0
9,0,1738928124.0,True,False,0.0,0.0,57.0,0.0,118.0,245.0
9,0,1738646116.0,True,True,20.0,0.0,22.0,3.0,132.0,229.0
1,3,1743514876.0,True,True,20.0,0.0,93.0,3.0,177.0,57.0
8,9,1742709706.0,True,False,0.0,0.0,64.0,2.0,52.0,162.0
0,1,1742760026.0,True,False,0.0,0.0,104.0,2.0,159.0,141.0
9,0,1737127002.0,True,True,20.0,0.0,146.0,0.0,127.0,221.0
5,5,1737147036.0,True,False,0.0,0.0,89.0,2.0,27.0,157.0
8,3,1737654134.0,False,False,0.0,0.0,36.0,4.0,31.0,156.0
0,9,1740640213.0,False,False,0.0,0.0,90.0,2.0,145.0,251.0
3,6,1738337413.0,True,True,20.0,0.0,86.0,4.0,119.0,45.0
3,5,1742432781.0,True,True,20.0,0.0,48.0,0.0,139.0,82.0
8,4,1741861474.0,True,True,20.0,0.0,123.0,3.0,24.0,111.0
4,9,1741521915.0,False,False,0.0,0.0,61.0,3.0,49.0,163.0
4,1,1738679491.0,False,False,0.0,0.0,85.0,2.0,193.0,201.0
5,4,1743336819.0,True,False,0.0,0.0,74.0,4.0,70.0,182.0
0,8,1740632185.0,True,False,0.0,0.0,68.0,1.0,89.0,72.0
0,8,1735906413.0,True,True,20.0,0.0,16.0,1.0,192.0,220.0
8,1,1741570790.0,True,False,0.0,0.0,139.0,1.0,155.0,226.0
2,6,1741546529.0,True,True,20.0,0.0,146.0,3.0,93.0,187.0
3,9,1738619923.0,False,False,0.0,0.0,38.0,3.0,5.0,172.0
0,3,1740431604.0,True,True,20.0,0.0,119.0,4.0,115.0,135.0
8,2,1740397673.0,False,True,20.0,0.0,144.0,2.0,131.0,177.0
7,0,1736861840.0,True,False,0.0,0.0,55.0,1.0,124.0,237.0
1,2,1740393499.0,True,False,0.0,0.0,36.0,4.0,220.0,110.0
7,8,1737248818.0,False,False,0.0,0.0,106.0,4.0,221.0,33.0
6,8,1742688521.0,False,True,20.0,0.0,93.0,2.0,148.0,120.0
5,6,1742467937.0,True,False,0.0,0.0,62.0,4.0,207.0,199.0
0,2,1743065417.0,False,True,20.0,0.0,39.0,2.0,85.0,209.0
6,2,1739798897.0,True,False,0.0,0.0,44.0,0.0,156.0,140.0
9,3,1740217470.0,False,True,20.0,0.0,128.0,2.0,196.0,44.0
6,6,1738262325.0,False,False,0.0,0.0,51.0,1.0,232.0,136.0
8,6,1737142476.0,True,True,20.0,0.0,75.0,1.0,30.0,38.0
0,1,1739783878.0,True,True,20.0,0.0,79.0,2.0,1.0,161.0
1,4,1735988262.0,False,True,20.0,0.0,12.0,0.0,182.0,212.0
8,6,1736426933.0,True,False,0.0,0.0,53.0,0.0,187.0,17.0
8,6,1736140971.0,False,True,20.0,0.0,8.0,1.0,126.0,30.0
5,5,1737621186.0,False,False,0.0,0.0,73.0,0.0,103.0,148.0
5,9,1740716913.0,True,True,20.0,0.0,96.0,4.0,45.0,125.0
3,9,1737505302.0,False,False,0.0,0.0,61.0,3.0,226.0,128.0
3,7,1735836968.0,True,False,0.0,0.0,14.0,4.0,69.0,106.0
4,2,1740085970.0,True,True,20.0,0.0,49.0,1.0,219.0,88.0
2,0,1739679462.0,False,True,20.0,0.0,130.0,0.0,188.0,32.0
0,2,1735675533.0,True,False,0.0,0.0,140.0,2.0,38.0,92.0
0,1,1738452586.0,False,True,20.0,0.0,73.0,3.0,104.0,176.0
6,1,1743369671.0,False,False,0.0,0.0,49.0,2.0,73.0,69.0
0,1,1740821535.0,True,False,0.0,0.0,126.0,1.0,3.0,126.0
0,4,1737359805.0,True,False,0.0,0.0,113.0,0.0,74.0,93.0
2,0,1742434754.0,False,False,0.0,0.0,95.0,2.0,152.0,213.0
9,9,1736764425.0,True,False,0.0,0.0,9.0,2.0,153.0,180.0
3,3,1738528294.0,False,False,0.0,0.0,105.0,3.0,86.0,100.0
3,9,1741683908.0,False,False,0.0,0.0,33.0,3.0,41.0,24.0
1,4,1737158441.0,False,False,0.0,0.0,60.0,0.0,180.0,198.0
0,1,1743377091.0,False,False,0.0,0.0,32.0,3.0,20.0,194.0
2,4,1742401024.0,False,True,20.0,0.0,58.0,2.0,160.0,203.0
3,9,1742752168.0,True,False,0.0,0.0,27.0,2.0,91.0,131.0
2,3,1742952932.0,False,False,0.0,0.0,129.0,1.0,77.0,77.0
7,7,1738384259.0,False,False,0.0,0.0,120.0,2.0,85.0,170.0
9,0,1736169391.0,False,True,20.0,0.0,60.0,0.0,147.0,98.0
0,4,1735853618.0,False,True,20.0,0.0,1.0,4.0,216.0,147.0
1,9,1736908898.0,False,True,20.0,0.0,132.0,1.0,107.0,145.0
6,0,1740590634.0,False,True,20.0,0.0,99.0,1.0,13.0,137.0
3,9,1741581221.0,True,True,20.0,0.0,132.0,0.0,61.0,192.0
7,9,1743364033.0,True,True,20.0,0.0,96.0,0.0,170.0,23.0
2,3,1736858068.0,False,False,0.0,0.0,88.0,3.0,200.0,215.0
5,7,1742165657.0,False,True,20.0,0.0,51.0,1.0,163.0,205.0
8,0,1736600269.0,False,True,20.0,0.0,32.0,3.0,105.0,207.0
0,1,1742770596.0,True,True,20.0,0.0,116.0,2.0,205.0,31.0
0,0,1740084681.0,False,True,20.0,0.0,112.0,1.0,162.0,143.0
7,6,1742889618.0,False,True,20.0,0.0,20.0,1.0,169.0,105.0
2,1,1738730717.0,False,False,0.0,0.0,133.0,4.0,76.0,112.0
4,0,1736278239.0,False,False,0.0,0.0,11.0,1.0,149.0,252.0
0,5,1738803706.0,False,True,20.0,0.0,26.0,2.0,184.0,102.0
4,5,1741579893.0,False,False,0.0,0.0,34.0,3.0,116.0,142.0
5,9,1743571224.0,True,True,20.0,0.0,143.0,3.0,168.0,4.0
7,1,1741224229.0,False,False,0.0,0.0,35.0,4.0,198.0,238.0
2,0,1738988296.0,False,False,0.0,0.0,74.0,2.0,129.0,129.0
2,9,1740585664.0,False,True,20.0,0.0,98.0,3.0,175.0,171.0
9,2,1736517319.0,False,True,20.0,0.0,136.0,0.0,7.0,123.0
8,9,1738493078.0,False,True,20.0,0.0,14.0,2.0,164.0,39.0
3,4,1738201189.0,False,False,0.0,0.0,94.0,2.0,228.0,228.0
3,5,1738375991.0,False,False,0.0,0.0,93.0,4.0,174.0,243.0
6,2,1736814439.0,False,True,20.0,0.0,136.0,3.0,85.0,104.0
1,8,1736991038.0,False,True,20.0,0.0,108.0,2.0,134.0,235.0
7,4,1741813214.0,True,False,0.0,0.0,118.0,3.0,151.0,73.0
5,1,1739334517.0,True,True,20.0,0.0,59.0,0.0,99.0,107.0
2,9,1742312256.0,True,False,0.0,0.0,127.0,4.0,209.0,97.0
8,5,1741032351.0,False,False,0.0,0.0,3.0,0.0,63.0,185.0
4,7,1739756729.0,True,True,20.0,0.0,74.0,4.0,139.0,115.0
7,5,1741115518.0,True,False,0.0,0.0,142.0,2.0,154.0,196.0
6,3,1738331366.0,True,False,0.0,0.0,28.0,4.0,28.0,223.0
7,5,1737131117.0,True,False,0.0,0.0,74.0,1.0,84.0,62.0
6,7,1741602080.0,False,False,0.0,0.0,120.0,3.0,116.0,25.0
2,7,1740384007.0,True,True,20.0,0.0,46.0,3.0,217.0,173.0
1,9,1741487806.0,True,False,0.0,0.0,61.0,1.0,18.0,247.0
6,1,1743132307.0,False,True,20.0,0.0,9.0,0.0,92.0,202.0
2,7,1743461518.0,True,False,0.0,0.0,81.0,1.0,210.0,175.0
2,5,1740817964.0,False,True,20.0,0.0,26.0,2.0,110.0,95.0
1,1,1742271565.0,True,False,0.0,0.0,66.0,2.0,146.0,154.0
3,0,1738663069.0,True,False,0.0,0.0,100.0,3.0,190.0,132.0
7,5,1737542449.0,True,True,20.0,0.0,35.0,2.0,227.0,1.0
0,6,1741252684.0,False,False,0.0,0.0,104.0,3.0,225.0,169.0
0,9,1740610271.0,True,True,20.0,0.0,0.0,1.0,82.0,36.0
4,4,1742501937.0,True,False,0.0,0.0,142.0,1.0,195.0,14.0
4,9,1737140756.0,False,True,20.0,0.0,142.0,1.0,203.0,239.0
0,7,1738843915.0,True,True,20.0,0.0,60.0,3.0,103.0,166.0
5,8,1738243619.0,True,False,0.0,0.0,114.0,1.0,78.0,16.0
0,3,1741826996.0,True,False,0.0,0.0,40.0,1.0,14.0,144.0
4,6,1741445343.0,True,False,0.0,0.0,115.0,0.0,46.0,60.0
8,7,1738140389.0,True,False,0.0,0.0,24.0,1.0,81.0,5.0
4,5,1736738075.0,False,False,0.0,0.0,143.0,2.0,111.0,43.0
5,1,1737160525.0,False,False,0.0,0.0,67.0,3.0,51.0,101.0
7,6,1741783677.0,False,False,0.0,0.0,39.0,0.0,144.0,248.0
0,8,1735684881.0,True,False,0.0,0.0,115.0,4.0,66.0,167.0
